Fecha_Atencion,Adulto_NNA_NNAnA,Sexo,Fecha_Nacimiento,Edad,Pais_Origen,Departamento_Estado,Estado_Civil,Tipo_Poblacion,Hijos,Leer_Escribir,Grado_Estudio,Idiomas_Domina,Fecha_Salida_Pais_Origen,Viajo_Con_Alguien,Abuso_Derechos_Humanos_Antes_Mexico,Abuso_Derechos_Humanos_Al_Llegar_Mexico,Pago_Guia_Viajar,Fecha_Ingreso_Mexico,Ingreso_Mexico_Por,Destino_Final,Red_Apoyo_Mexico,Intento_Ingreso_EUA,Red_Apoyo_EUA,Estuvo_Estacion_Migratoria,Puso_Denuncia_Formal,Puede_Regresar_Pais,Tiene_Enfermedad,Padece_Alergia,Estuvo_Otro_Albergue_Mexico,Albergue_Casa_Monarca,Servicios_Brindados,Hospedado_Actualmente
2021-03-10,Adolescente no acompañado,Hombre,1970-01-19,57,Dinamarca,Estado4,Divorciada / Divorciado,MPP,Si,Si,Secundaria,Criollo Haitiano,2023-11-18,Si,Si,Si,No,2023-10-10,Reynosa,Estados Unidos,Si,Si,Si,No,No,No,Si,No,No,No,Orientación para acceder a servicios de salud,No
2023-10-13,Niña acompañada,Hombre,1979-03-07,14,Comoras,Estado1,Separado/Separada,Refugiados,No,No,Primaria,Español,2021-04-05,No,No,Si,Si,2021-04-26,Tapachula,Regresar a mi país de origen,No,No,Si,No,Si,No,Si,No,Si,Si,Canalización a servicios pricológicos,No
2023-01-08,Adulto,Mujer,2001-02-23,50,Belice,Estado3,Divorciada / Divorciado,Retornados,Si,No,Preescolar,Español,2023-07-10,Si,Si,No,No,2023-05-18,Palenque,Regresar a mi país de origen,No,No,No,No,Si,No,Si,No,No,Si,Orientación para acceder a servicios de salud,No
2023-05-15,Adolescente acompañado,Hombre,1965-12-11,35,Georgia,Estado1,Divorciada / Divorciado,Retornados,Si,No,Secundaria,Portuges,2022-08-12,No,No,No,Si,2020-09-07,Tabasco,México,No,Si,Si,Si,No,Si,Si,No,No,Si,Ropa y calzado,No
2020-10-21,Niño acompañado,Hombre,1963-11-04,37,Dominica,Estado3,Soltero/Soltera,Retornados,Si,No,Primaria,Portuges,2023-09-05,No,Si,No,Si,2017-08-30,Veracruz,Regresar a mi país de origen,No,No,No,Si,Si,No,Si,Si,No,Si,Orientación en búsqueda de empleo,No
2022-04-28,Adolescente acompañado,Hombre,1999-12-09,11,Australia,Estado4,Separado/Separada,Tránsito,No,Si,Sin escolarizar,Inglés,2016-04-21,No,Si,Si,Si,2019-06-22,Chetumal,Estados Unidos,Si,Si,Si,No,Si,No,No,Si,No,No,Canalización a servicios pricológicos,No
2022-12-04,Adolescente acompañado,Hombre,2004-04-24,59,Austria,Estado2,Divorciada / Divorciado,MPP,No,No,Primaria,Frances,2020-04-08,Si,No,Si,Si,2023-11-28,Chetumal,Regresar a mi país de origen,No,Si,No,Si,No,Si,Si,No,Si,Si,Agua y alimento,No
2020-12-10,Niña acompañada,Mujer,1979-12-27,15,Guyana,Estado5,Union Libre,Refugiados,No,No,Licenciatura,Garífona,2021-12-15,Si,No,No,No,2023-01-17,Chetumal,Estados Unidos,Si,Si,Si,Si,No,Si,No,Si,No,Si,Orientación en el acceso a la educación,No
2022-06-19,Niño acompañado,Hombre,1982-05-05,18,Argelia,Estado4,Divorciada / Divorciado,Refugiados,No,Si,Sin escolarizar,Inglés,2020-12-21,Si,Si,No,No,2017-09-03,Tapachula,Regresar a mi país de origen,No,No,Si,No,No,Si,No,No,Si,Si,Orientación en la búsqueda de vivienda,No
2023-12-07,Adolescente acompañado,Hombre,2007-11-17,42,Bosnia y Herzegovina,Estado1,Separado/Separada,Desplazados Internos,No,No,Secundaria,Garífona,2021-12-14,No,Si,Si,Si,2019-12-11,Tapachula,Estados Unidos,No,Si,No,No,No,No,No,No,Si,No,Agua y alimento,No
2023-07-20,Adulto,Hombre,1979-04-30,50,Japón,Estado5,Viuda/Viudo,Retornados,Si,No,Primaria,Español,2015-08-14,No,No,Si,No,2015-09-29,Reynosa,Estados Unidos,No,Si,Si,Si,No,Si,No,Si,No,Si,Orientación en la búsqueda de vivienda,No
2023-09-11,Adulto,Hombre,1964-01-08,34,Ciudad del Vaticano,Estado2,Separado/Separada,Retornados,Si,No,Bachillerato Técnico,Garífona,2017-01-05,No,No,No,Si,2020-04-25,Tapachula,Regresar a mi país de origen,Si,Si,No,Si,No,No,No,Si,Si,No,Agua y alimento,No
2020-05-04,Niña no acompañada,Mujer,1970-08-01,57,Catar,Estado4,Soltero/Soltera,Retornados,Si,Si,Secundaria,Frances,2015-05-27,No,Si,Si,Si,2021-08-05,Matamoros,Regresar a mi país de origen,No,Si,Si,Si,Si,No,Si,No,Si,No,Atención psicosocial,No
2021-06-13,Niño acompañado,Mujer,1999-01-02,22,Irlanda,Estado5,Viuda/Viudo,Refugiados,No,No,Primaria,Inglés,2018-06-30,Si,Si,Si,No,2020-12-02,Palenque,Estados Unidos,Si,No,No,Si,No,Si,No,Si,Si,Si,Asesoría legal,No
2021-11-01,Niño acompañado,Hombre,1965-04-24,18,Grecia,Estado4,Union Libre,Desplazados Internos,Si,No,Licenciatura,Portuges,2022-08-29,Si,No,Si,No,2021-05-15,Matamoros,México,Si,No,Si,Si,No,No,No,No,No,Si,Alimento,Si
2020-12-03,Niña no acompañada,Hombre,1983-08-19,22,Emiratos Árabes Unidos,Estado4,Casado/Casada,Tránsito,Si,Si,Preescolar,Frances,2017-03-30,Si,No,Si,No,2015-11-09,Veracruz,Regresar a mi país de origen,Si,No,No,No,Si,Si,No,Si,No,Si,Ropa y calzado,No
2021-02-15,Adolescente acompañado,Hombre,1974-05-22,40,Argentina,Estado2,Separado/Separada,MPP,No,Si,Preescolar,Frances,2023-11-02,No,No,Si,Si,2019-04-02,Reynosa,Estados Unidos,No,No,Si,Si,Si,Si,Si,No,No,No,Orientación a servicios prisológicos,No
2022-06-09,Niño acompañado,Hombre,1997-10-23,50,Costa Rica,Estado3,Soltero/Soltera,Tránsito,No,No,Bachillerato Técnico,Inglés,2022-01-24,No,No,Si,Si,2017-02-23,Chiapas,Regresar a mi país de origen,No,Si,No,Si,Si,No,No,No,Si,No,Orientación legal,No
2022-10-28,Adulto,Hombre,1973-03-06,20,Bahréin,Estado5,Union Libre,Refugiados,Si,No,Secundaria,Portuges,2020-02-19,Si,No,No,No,2018-01-22,Reynosa,Regresar a mi país de origen,No,Si,No,Si,Si,No,No,Si,Si,Si,Atención psicosocial,No
2021-10-29,Adulto,Hombre,1968-02-09,13,Croacia,Estado2,Viuda/Viudo,Retornados,Si,Si,Licenciatura,Frances,2017-02-23,Si,Si,Si,Si,2022-09-16,Chiapas,Regresar a mi país de origen,No,Si,Si,Si,Si,No,No,Si,No,No,Acceso a higiene (Regadera),Si
2021-07-03,Niña acompañada,Mujer,1979-11-04,43,Indonesia,Estado4,Union Libre,MPP,No,No,Primaria,Portuges,2017-07-23,No,Si,No,No,2017-08-29,Palenque,Regresar a mi país de origen,No,Si,No,Si,Si,Si,No,No,No,Si,Canalización a servicios pricológicos,No
2021-04-30,Niño acompañado,Hombre,1980-11-23,47,Colombia,Estado2,Separado/Separada,Refugiados,No,Si,Primaria,Criollo Haitiano,2015-01-21,Si,No,No,No,2019-08-26,Tapachula,Regresar a mi país de origen,No,Si,No,Si,No,No,Si,Si,Si,Si,Atención psicosocial,Si
2023-10-03,Adolescente acompañado,Mujer,1965-05-05,55,Estados Unidos,Estado3,Divorciada / Divorciado,Refugiados,No,No,Preescolar,Criollo Haitiano,2023-03-14,Si,Si,Si,No,2018-10-13,Tapachula,México,No,Si,Si,Si,Si,Si,No,Si,No,Si,Kit de higiene,No
2020-02-17,Niña no acompañada,Mujer,1972-06-02,13,Irán,Estado5,Separado/Separada,Refugiados,No,Si,Licenciatura,Criollo Haitiano,2017-08-26,No,Si,No,No,2021-09-25,Veracruz,México,Si,No,Si,Si,Si,Si,Si,No,No,Si,Orientación legal,Si
2022-12-05,Niña no acompañada,Hombre,2000-07-12,47,Ghana,Estado3,Casado/Casada,MPP,Si,No,Sin escolarizar,Garífona,2022-08-13,No,No,No,No,2015-12-27,Chetumal,México,No,Si,Si,No,Si,No,Si,No,Si,Si,Ropa y calzado,Si
2020-03-09,Adolescente acompañado,Mujer,1972-08-27,28,Austria,Estado1,Separado/Separada,MPP,Si,Si,Bachillerato Técnico,Frances,2017-07-21,No,Si,No,No,2020-09-25,Tenosoique,Estados Unidos,Si,Si,Si,No,Si,No,No,Si,Si,Si,Orientación legal,No
2023-05-09,Adolescente no acompañado,Mujer,2005-07-22,15,Albania,Estado5,Viuda/Viudo,Desplazados Internos,No,Si,Preescolar,Inglés,2016-01-19,Si,Si,Si,Si,2021-10-20,Reynosa,México,Si,Si,Si,Si,No,No,No,Si,No,No,Asesoría legal,No
2022-07-24,Niño no acompañado,Mujer,1973-04-13,43,Arabia Saudita,Estado3,Viuda/Viudo,Desplazados Internos,Si,Si,Preescolar,Inglés,2023-08-15,No,Si,No,Si,2015-03-11,Reynosa,México,No,No,Si,No,Si,No,Si,No,No,No,Orientación en el acceso a la educación,No
2020-01-27,Niña acompañada,Mujer,1988-03-29,27,Hungría,Estado4,Separado/Separada,Tránsito,Si,Si,Bachillerato Técnico,Garífona,2015-03-17,Si,No,Si,No,2021-08-20,Veracruz,Estados Unidos,No,Si,No,No,Si,Si,No,No,No,No,Asesoría legal,No
2020-03-04,Niña no acompañada,Mujer,1960-03-21,22,Alemania,Estado5,Viuda/Viudo,MPP,No,Si,Secundaria,Inglés,2020-09-06,Si,No,No,No,2017-07-23,Matamoros,México,Si,Si,No,No,No,No,No,No,No,Si,Orientación en el acceso a la educación,No
2021-11-09,Niño acompañado,Mujer,1988-11-08,50,Alemania,Estado5,Divorciada / Divorciado,MPP,Si,No,Primaria,Criollo Haitiano,2021-11-28,No,Si,No,No,2016-01-21,Tabasco,Regresar a mi país de origen,Si,Si,No,No,No,Si,No,No,Si,Si,Canalización a servicios pricológicos,No
2022-09-10,Niña acompañada,Hombre,2003-06-19,32,Brunéi,Estado2,Union Libre,MPP,Si,No,Secundaria,Frances,2022-01-29,Si,Si,No,Si,2016-03-02,Veracruz,México,No,No,Si,No,No,No,Si,No,No,Si,Kit de higiene,No
2022-11-03,Niño acompañado,Mujer,2006-06-02,28,Chipre,Estado4,Separado/Separada,Desplazados Internos,Si,Si,Licenciatura,Inglés,2019-12-31,No,Si,No,No,2018-01-28,Tenosoique,México,Si,Si,Si,No,Si,No,Si,No,No,No,Orientación en búsqueda de empleo,Si
2021-07-06,Adolescente no acompañado,Mujer,1982-01-07,54,Camboya,Estado1,Divorciada / Divorciado,Refugiados,No,No,Sin escolarizar,Inglés,2019-05-15,No,Si,Si,No,2015-09-10,Tapachula,México,Si,Si,No,Si,No,No,No,No,Si,Si,Kit de higiene,No
2022-04-06,Adulto,Mujer,1963-12-08,20,Japón,Estado3,Union Libre,Retornados,No,No,Preparatoria,Español,2015-05-21,Si,Si,No,No,2022-07-22,Chiapas,Regresar a mi país de origen,Si,No,No,Si,No,Si,No,No,Si,No,Asesoría legal,Si
2023-05-14,Niña acompañada,Hombre,2006-05-15,10,Afganistán,Estado2,Union Libre,Desplazados Internos,Si,No,Preparatoria,Español,2021-11-07,Si,Si,No,Si,2016-09-17,Matamoros,Regresar a mi país de origen,Si,Si,Si,No,No,No,Si,Si,Si,Si,Orientación para acceder a servicios de salud,No
2020-03-15,Niña no acompañada,Mujer,2002-05-15,33,Argelia,Estado3,Divorciada / Divorciado,MPP,No,No,Preparatoria,Español,2021-05-18,No,No,Si,No,2021-04-04,Matamoros,Regresar a mi país de origen,No,No,No,Si,Si,Si,Si,Si,Si,No,Asesoría legal,No
2021-07-06,Niña acompañada,Hombre,1990-07-28,16,Cabo Verde,Estado1,Soltero/Soltera,Desplazados Internos,No,No,Bachillerato Técnico,Frances,2018-07-20,No,Si,Si,Si,2019-09-17,Palenque,Regresar a mi país de origen,No,Si,Si,No,Si,No,Si,Si,Si,Si,Agua y alimento,No
2020-04-13,Niña acompañada,Mujer,1961-02-12,34,Croacia,Estado1,Separado/Separada,Tránsito,No,No,Preescolar,Criollo Haitiano,2018-04-17,No,Si,Si,Si,2019-01-30,Tenosoique,Estados Unidos,Si,No,Si,Si,No,No,Si,No,Si,Si,Orientación en búsqueda de empleo,No
2022-08-31,Niña acompañada,Hombre,1987-05-03,30,Andorra,Estado5,Union Libre,MPP,Si,Si,Sin escolarizar,Portuges,2022-10-29,No,No,No,No,2015-04-14,Matamoros,Regresar a mi país de origen,Si,Si,No,Si,Si,Si,Si,Si,Si,No,Canalización a servicios pricológicos,No
2020-11-29,Niño no acompañado,Hombre,2005-12-13,24,Kazajistán,Estado1,Union Libre,Tránsito,Si,No,Secundaria,Criollo Haitiano,2022-10-22,No,Si,Si,Si,2023-12-06,Tenosoique,Regresar a mi país de origen,Si,Si,Si,Si,Si,Si,Si,No,No,No,Orientación en el acceso a la educación,No
2023-09-07,Niña acompañada,Mujer,1968-02-15,10,Ghana,Estado3,Viuda/Viudo,MPP,No,No,Primaria,Criollo Haitiano,2022-07-26,No,Si,Si,Si,2018-10-04,Veracruz,Regresar a mi país de origen,No,No,Si,No,Si,No,Si,Si,No,No,Canalización a servicios pricológicos,No
2023-04-16,Niño acompañado,Mujer,1967-05-09,21,Belice,Estado4,Union Libre,Desplazados Internos,Si,No,Preparatoria,Frances,2022-01-27,Si,Si,Si,Si,2021-09-28,Chiapas,Regresar a mi país de origen,No,Si,Si,Si,Si,No,No,No,Si,Si,Orientación para acceder a servicios de salud,No
2022-11-12,Adulto,Hombre,1968-03-23,16,Cabo Verde,Estado4,Divorciada / Divorciado,Refugiados,Si,Si,Secundaria,Frances,2019-04-19,Si,Si,Si,No,2015-04-30,Chiapas,Estados Unidos,Si,Si,Si,Si,Si,Si,Si,No,No,No,Acceso a higiene (Regadera),No
2023-07-28,Adolescente no acompañado,Mujer,1998-01-27,24,Argentina,Estado5,Union Libre,Retornados,Si,No,Preparatoria,Español,2015-12-18,Si,No,Si,Si,2023-02-09,Reynosa,México,Si,No,No,No,No,No,Si,Si,No,No,Orientación en la búsqueda de vivienda,No
2022-02-19,Adolescente acompañado,Hombre,1996-05-31,30,Austria,Estado3,Soltero/Soltera,Tránsito,Si,No,Sin escolarizar,Inglés,2022-09-30,Si,Si,Si,No,2019-03-15,Tapachula,México,Si,Si,Si,No,No,Si,No,No,Si,Si,Orientación en búsqueda de empleo,No
2023-09-05,Niña acompañada,Hombre,1969-07-01,28,Australia,Estado3,Separado/Separada,Desplazados Internos,Si,No,Preparatoria,Garífona,2021-10-30,No,No,No,No,2019-04-16,Reynosa,Regresar a mi país de origen,No,No,Si,Si,No,No,No,Si,Si,Si,Orientación a servicios prisológicos,No
2022-04-22,Niña no acompañada,Hombre,1967-03-31,38,Costa de Marfil,Estado1,Separado/Separada,Refugiados,No,Si,Primaria,Garífona,2015-02-27,Si,Si,Si,No,2019-08-20,Matamoros,Regresar a mi país de origen,Si,Si,No,No,No,Si,No,Si,Si,No,Orientación a servicios prisológicos,No
2022-10-24,Niña acompañada,Hombre,1995-04-08,34,Bangladés,Estado3,Union Libre,Desplazados Internos,Si,No,Licenciatura,Portuges,2019-11-05,Si,Si,No,Si,2019-06-20,Palenque,Regresar a mi país de origen,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Agua y alimento,No
2023-09-03,Niña no acompañada,Hombre,1974-02-01,42,Afganistán,Estado2,Casado/Casada,Tránsito,Si,Si,Licenciatura,Inglés,2016-03-28,No,No,Si,No,2018-11-14,Reynosa,México,Si,Si,Si,Si,No,Si,Si,Si,Si,No,Ropa y calzado,No
2022-10-17,Niño acompañado,Mujer,1975-02-09,58,Filipinas,Estado1,Casado/Casada,Retornados,Si,No,Sin escolarizar,Portuges,2023-09-26,Si,Si,Si,Si,2016-11-25,Reynosa,México,Si,Si,No,No,No,Si,No,Si,No,No,Orientación a servicios prisológicos,No
2021-05-25,Niña no acompañada,Hombre,1980-02-02,41,Bielorrusia,Estado2,Divorciada / Divorciado,Desplazados Internos,No,Si,Licenciatura,Español,2020-12-12,No,No,Si,Si,2015-03-18,Reynosa,Regresar a mi país de origen,Si,No,No,No,Si,Si,No,Si,No,No,Acceso a higiene (Regadera),No
2022-03-19,Adolescente acompañado,Hombre,1976-09-18,58,Burundi,Estado5,Casado/Casada,MPP,No,Si,Bachillerato Técnico,Portuges,2022-04-30,No,No,No,Si,2023-02-24,Tenosoique,México,No,Si,Si,Si,Si,No,No,Si,Si,Si,Asesoría legal,No
2020-02-17,Adulto,Mujer,1993-10-30,44,Azerbaiyán,Estado4,Divorciada / Divorciado,Refugiados,No,Si,Preescolar,Inglés,2022-01-03,No,No,Si,Si,2019-01-17,Veracruz,Estados Unidos,No,No,Si,No,Si,No,Si,Si,Si,No,Orientación en la búsqueda de vivienda,No
2022-08-11,Niña no acompañada,Hombre,1964-02-12,53,Camerún,Estado5,Viuda/Viudo,Desplazados Internos,Si,No,Bachillerato Técnico,Inglés,2021-08-13,No,Si,Si,No,2020-03-22,Palenque,Regresar a mi país de origen,No,No,No,Si,Si,No,No,Si,No,No,Orientación para acceder a servicios de salud,No
2021-11-19,Niña no acompañada,Mujer,1971-05-10,47,Andorra,Estado4,Divorciada / Divorciado,Refugiados,No,Si,Secundaria,Garífona,2022-11-24,No,Si,Si,No,2018-06-11,Chiapas,Regresar a mi país de origen,Si,No,Si,No,No,No,Si,No,No,Si,Orientación a servicios prisológicos,No
2020-02-20,Adulto,Mujer,1977-07-19,35,Bulgaria,Estado5,Casado/Casada,MPP,No,Si,Bachillerato Técnico,Español,2019-08-11,Si,Si,Si,Si,2019-07-29,Tenosoique,Estados Unidos,No,Si,Si,No,Si,No,Si,No,No,No,Agua y alimento,Si
2021-06-02,Adolescente acompañado,Mujer,1988-06-02,20,Kenia,Estado3,Union Libre,Retornados,No,Si,Secundaria,Frances,2017-05-22,Si,Si,No,No,2021-06-13,Matamoros,Estados Unidos,Si,Si,Si,No,Si,No,Si,Si,Si,No,Atención psicosocial,No
2022-11-30,Niña acompañada,Hombre,1975-05-06,44,España,Estado2,Viuda/Viudo,Retornados,No,Si,Secundaria,Portuges,2017-04-16,Si,No,No,No,2021-02-13,Palenque,México,No,Si,No,No,Si,No,Si,No,Si,No,Orientación legal,Si
2021-06-19,Niña no acompañada,Hombre,2007-09-09,17,Brunéi,Estado4,Casado/Casada,MPP,Si,No,Preescolar,Garífona,2016-06-08,No,Si,No,No,2015-05-28,Chiapas,Estados Unidos,No,No,Si,No,Si,No,No,No,No,Si,Alimento,No
2020-05-02,Adulto,Hombre,2004-05-29,55,Georgia,Estado1,Divorciada / Divorciado,Refugiados,No,No,Primaria,Portuges,2017-06-12,Si,Si,No,Si,2021-04-16,Palenque,Regresar a mi país de origen,Si,No,No,Si,Si,No,No,Si,Si,No,Acceso a higiene (Regadera),No
2020-10-04,Niño acompañado,Mujer,2003-05-02,23,Botsuana,Estado2,Soltero/Soltera,Desplazados Internos,No,No,Sin escolarizar,Portuges,2016-11-02,Si,No,No,No,2015-12-28,Tabasco,México,Si,No,No,Si,Si,Si,No,Si,No,Si,Canalización a servicios pricológicos,No
2022-08-18,Adulto,Hombre,1984-01-19,19,Alemania,Estado1,Separado/Separada,MPP,Si,No,Preescolar,Frances,2017-03-12,Si,No,Si,Si,2019-12-30,Tabasco,Estados Unidos,Si,Si,No,Si,No,Si,Si,No,Si,Si,Alimento,No
2020-08-22,Niño acompañado,Mujer,1962-07-10,11,Kiribati,Estado2,Casado/Casada,Tránsito,Si,Si,Sin escolarizar,Español,2017-03-01,Si,Si,Si,No,2016-06-01,Reynosa,México,No,No,No,No,No,No,No,Si,Si,No,Canalización a servicios pricológicos,Si
2020-11-29,Adolescente acompañado,Hombre,1967-08-01,55,Gambia,Estado2,Divorciada / Divorciado,Refugiados,No,No,Licenciatura,Inglés,2017-06-13,No,No,Si,Si,2019-08-03,Reynosa,México,Si,Si,Si,Si,No,Si,Si,Si,No,No,Canalización a servicios pricológicos,No
2020-08-02,Niña acompañada,Mujer,1971-12-11,18,Botsuana,Estado5,Viuda/Viudo,Retornados,Si,Si,Licenciatura,Criollo Haitiano,2020-12-09,Si,No,No,Si,2021-12-01,Tabasco,México,No,Si,No,Si,Si,No,Si,Si,No,Si,Atención psicosocial,No
2021-12-06,Adulto,Hombre,1962-10-23,12,Benín,Estado4,Casado/Casada,MPP,No,No,Bachillerato Técnico,Portuges,2018-12-24,No,No,Si,Si,2023-03-27,Chiapas,México,No,Si,Si,No,Si,Si,Si,No,Si,No,Agua y alimento,No
2021-09-17,Adolescente no acompañado,Hombre,1969-02-07,30,Camerún,Estado4,Casado/Casada,Retornados,Si,No,Secundaria,Criollo Haitiano,2015-05-14,No,No,No,No,2023-11-26,Matamoros,Estados Unidos,No,Si,No,No,No,Si,No,Si,No,No,Asesoría legal,No
2021-10-15,Adolescente no acompañado,Hombre,2001-03-24,35,Brasil,Estado2,Separado/Separada,Refugiados,Si,No,Preparatoria,Español,2020-12-14,Si,No,Si,Si,2015-07-27,Tapachula,Regresar a mi país de origen,Si,Si,No,No,No,Si,Si,No,Si,Si,Orientación a servicios prisológicos,No
2022-12-17,Niño no acompañado,Mujer,2000-05-22,17,Angola,Estado3,Divorciada / Divorciado,Retornados,No,Si,Preparatoria,Criollo Haitiano,2023-10-18,No,Si,No,No,2019-08-19,Tapachula,Regresar a mi país de origen,Si,Si,Si,Si,No,No,Si,Si,No,No,Orientación en búsqueda de empleo,No
2022-10-24,Niña no acompañada,Mujer,1996-03-29,57,Laos,Estado3,Soltero/Soltera,MPP,Si,No,Sin escolarizar,Portuges,2019-06-24,No,Si,Si,Si,2023-04-22,Tenosoique,Estados Unidos,Si,Si,No,Si,No,No,No,Si,No,No,Orientación legal,No
2023-12-03,Adolescente acompañado,Hombre,2001-04-02,11,Estonia,Estado1,Viuda/Viudo,Refugiados,No,No,Secundaria,Frances,2019-08-03,No,Si,Si,No,2017-09-17,Matamoros,Regresar a mi país de origen,No,Si,No,No,Si,No,No,No,Si,Si,Kit de higiene,No
2021-10-28,Adulto,Hombre,1967-05-30,15,Japón,Estado1,Divorciada / Divorciado,Tránsito,Si,No,Sin escolarizar,Criollo Haitiano,2018-05-12,No,Si,Si,Si,2020-04-19,Palenque,México,No,No,Si,Si,No,No,No,Si,Si,No,Canalización a servicios pricológicos,No
2022-05-11,Adolescente no acompañado,Mujer,1963-04-08,37,Jordania,Estado5,Viuda/Viudo,MPP,No,Si,Preescolar,Español,2022-06-01,No,Si,Si,No,2021-05-20,Tapachula,México,Si,Si,No,Si,Si,Si,Si,No,Si,Si,Alimento,No
2021-08-05,Niña no acompañada,Mujer,2000-06-26,38,Argentina,Estado2,Casado/Casada,Desplazados Internos,Si,No,Primaria,Español,2020-09-07,No,Si,No,Si,2015-11-16,Palenque,México,No,Si,No,No,Si,No,Si,No,No,Si,Orientación para acceder a servicios de salud,No
2023-02-27,Adolescente no acompañado,Mujer,1984-09-14,35,Dinamarca,Estado1,Separado/Separada,MPP,Si,No,Preescolar,Frances,2015-09-02,No,Si,Si,Si,2017-05-26,Palenque,Estados Unidos,No,No,No,Si,Si,Si,No,Si,No,No,Alimento,No
2020-01-27,Adulto,Hombre,1976-08-15,34,Antigua y Barbuda,Estado1,Separado/Separada,Refugiados,Si,Si,Secundaria,Criollo Haitiano,2017-05-10,Si,No,Si,Si,2021-06-01,Palenque,México,No,No,Si,No,No,No,Si,Si,Si,Si,Ropa y calzado,No
2020-02-05,Niño acompañado,Mujer,2007-01-23,21,Irak,Estado2,Union Libre,MPP,Si,Si,Secundaria,Criollo Haitiano,2021-08-06,Si,Si,Si,No,2015-05-09,Tapachula,México,Si,No,No,Si,No,Si,Si,No,No,No,Atención psicosocial,No
2022-11-27,Adulto,Hombre,1994-09-17,14,Estados Unidos,Estado5,Soltero/Soltera,Tránsito,Si,No,Primaria,Inglés,2018-01-01,No,Si,No,Si,2015-09-02,Chiapas,Estados Unidos,No,No,Si,No,No,Si,No,No,Si,No,Agua y alimento,No
2020-05-07,Niño no acompañado,Mujer,2007-01-02,43,Corea del Norte,Estado1,Separado/Separada,Tránsito,No,No,Sin escolarizar,Garífona,2015-04-17,No,Si,Si,Si,2021-09-08,Chetumal,México,No,Si,Si,Si,Si,Si,No,Si,Si,Si,Alimento,No
2021-08-25,Adulto,Hombre,1960-03-12,57,Australia,Estado5,Casado/Casada,Desplazados Internos,Si,No,Bachillerato Técnico,Español,2017-10-12,Si,No,Si,Si,2020-05-22,Palenque,México,Si,No,Si,Si,Si,Si,No,Si,Si,Si,Canalización a servicios pricológicos,No
2021-11-14,Adulto,Mujer,1960-08-04,46,Francia,Estado4,Soltero/Soltera,Retornados,No,Si,Bachillerato Técnico,Inglés,2017-12-28,Si,Si,Si,Si,2017-02-14,Matamoros,Regresar a mi país de origen,Si,No,No,No,No,No,No,Si,Si,Si,Acceso a higiene (Regadera),No
2020-10-15,Niño no acompañado,Mujer,1972-11-10,24,Costa Rica,Estado5,Divorciada / Divorciado,Refugiados,No,Si,Primaria,Español,2016-09-22,Si,Si,Si,No,2023-10-25,Veracruz,Estados Unidos,Si,No,No,No,Si,No,No,Si,Si,Si,Agua y alimento,No
2020-03-04,Adolescente acompañado,Mujer,1993-09-06,53,Guatemala,Estado3,Separado/Separada,Refugiados,No,Si,Bachillerato Técnico,Inglés,2020-12-14,Si,No,Si,Si,2015-06-17,Reynosa,México,Si,No,No,No,No,Si,No,Si,No,Si,Orientación para acceder a servicios de salud,No
2020-01-11,Adulto,Mujer,1979-07-20,45,Irlanda,Estado3,Soltero/Soltera,Retornados,Si,No,Preparatoria,Garífona,2016-09-13,No,Si,No,Si,2016-05-23,Matamoros,México,Si,Si,No,No,Si,No,No,No,No,Si,Alimento,No
2021-07-22,Niño no acompañado,Mujer,1994-06-04,24,Islas Salomón,Estado5,Casado/Casada,Tránsito,No,Si,Bachillerato Técnico,Inglés,2023-09-04,No,Si,No,No,2015-08-15,Tabasco,México,Si,No,Si,Si,Si,No,No,No,Si,No,Orientación en la búsqueda de vivienda,No
2020-09-26,Niña no acompañada,Hombre,1979-01-04,52,Kuwait,Estado3,Union Libre,Tránsito,Si,No,Bachillerato Técnico,Español,2022-09-09,Si,No,No,No,2021-04-17,Tapachula,México,No,No,Si,No,Si,Si,Si,No,No,No,Alimento,No
2020-08-28,Niño acompañado,Mujer,1982-02-09,57,Islandia,Estado4,Viuda/Viudo,MPP,No,Si,Bachillerato Técnico,Criollo Haitiano,2016-01-14,Si,Si,Si,No,2022-03-25,Veracruz,Regresar a mi país de origen,No,No,No,No,Si,No,Si,No,Si,Si,Orientación a servicios prisológicos,No
2021-06-26,Niño acompañado,Mujer,1994-06-20,32,Alemania,Estado2,Viuda/Viudo,Desplazados Internos,No,Si,Preparatoria,Español,2018-10-22,Si,No,No,Si,2022-09-11,Reynosa,Regresar a mi país de origen,No,No,No,No,Si,No,Si,Si,No,No,Orientación a servicios prisológicos,Si
2022-03-15,Adulto,Mujer,1967-09-10,15,Guinea-Bisáu,Estado3,Casado/Casada,Desplazados Internos,No,Si,Sin escolarizar,Portuges,2020-07-25,Si,Si,Si,No,2018-06-19,Matamoros,Regresar a mi país de origen,No,Si,Si,No,Si,No,Si,No,No,Si,Orientación a servicios prisológicos,No
2021-07-09,Adolescente acompañado,Hombre,1979-07-19,55,Japón,Estado3,Casado/Casada,Desplazados Internos,No,No,Bachillerato Técnico,Frances,2015-05-06,No,Si,Si,No,2018-10-03,Veracruz,Regresar a mi país de origen,Si,No,No,No,Si,Si,Si,Si,Si,Si,Agua y alimento,No
